SKU,Product Name,Category,Brand,Cost Price
15.252.0053,"Flask, Conical, (Erlenmeyer) With Joint, Cap.150ml, SS 24/29, OD x Ht.72x120 mm",Non Volumetric Glassware,10,86.09
15.252.0054,"Flask, Conical, (Erlenmeyer) With Joint, Cap.150ml, SS 29/32, OD x Ht.72x120 mm",Non Volumetric Glassware,10,86.09
15.252.0055,"Flask, Conical, (Erlenmeyer) With Joint, Cap.200ml, SS 29/32, OD x Ht.80x143 mm",Non Volumetric Glassware,10,88.09
15.252.0060,"Flask, Conical, (Erlenmeyer) With Joint, Cap.250ml, SS 19/26, OD x Ht.85x135 mm",Non Volumetric Glassware,10,93.19
15.252.0065,"Flask, Conical, (Erlenmeyer) With Joint, Cap.250ml, SS 24/29, OD x Ht.85x135 mm",Non Volumetric Glassware,10,94.63
15.252.0070,"Flask, Conical, (Erlenmeyer) With Joint, Cap.250ml, SS 29/32, OD x Ht.85x135 mm",Non Volumetric Glassware,10,94.63
15.252.0072,"Flask, Conical, (Erlenmeyer) With Joint, Cap.250ml, SS 34/35, OD x Ht.85x135 mm",Non Volumetric Glassware,10,96.06
15.252.0075,"Flask, Conical, (Erlenmeyer) With Joint, Cap.300ml, SS 29/32, OD x Ht.90x145 mm",Non Volumetric Glassware,10,112.11
15.252.0080,"Flask, Conical, (Erlenmeyer) With Joint, Cap.500ml, SS 19/26, OD x Ht.105x170 mm",Non Volumetric Glassware,10,127.53
15.252.0085,"Flask, Conical, (Erlenmeyer) With Joint, Cap.500ml, SS 24/29, OD x Ht.105x170 mm",Non Volumetric Glassware,10,128.96
15.252.0090,"Flask, Conical, (Erlenmeyer) With Joint, Cap.500ml, SS 29/32, OD x Ht.105x170 mm",Non Volumetric Glassware,10,128.96
15.252.0093,"Flask, Conical, (Erlenmeyer) With Joint, Cap.500ml, SS 34/35, OD x Ht.105x170 mm",Non Volumetric Glassware,10,130.39
15.252.0095,"Flask, Conical, (Erlenmeyer) With Joint, Cap.1000ml, SS 24/29, OD x Ht.131x210 mm",Non Volumetric Glassware,6,202.16
15.252.0100,"Flask, Conical, (Erlenmeyer) With Joint, Cap.1000ml, SS 29/32, OD x Ht.131x210 mm",Non Volumetric Glassware,6,203.59
15.252.0105,"Flask, Conical, (Erlenmeyer) With Joint, Cap.1000ml, SS 34/35, OD x Ht.131x210 mm",Non Volumetric Glassware,6,203.59
15.252.0108,"Flask, Conical, (Erlenmeyer) With Joint, Cap.2000ml, SS 24/29, OD x Ht.166x275 mm",Non Volumetric Glassware,6,381.99
15.252.0110,"Flask, Conical, (Erlenmeyer) With Joint, Cap.2000ml, SS 29/32, OD x Ht.166x275 mm",Non Volumetric Glassware,6,381.99
15.252.0120,"Flask, Conical, (Erlenmeyer) With Joint, Cap.2000ml, SS 34/35, OD x Ht.166x275 mm",Non Volumetric Glassware,6,383.42
15.256.0025,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.25ml, Cap Size  GL-25",Non Volumetric Glassware,10,69.32
15.256.0050,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.50ml, Cap Size  GL-25",Non Volumetric Glassware,10,74.53
15.256.0100,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.100ml, Cap Size  GL-25",Non Volumetric Glassware,10,86.52
15.256.0150,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.150ml, Cap Size  GL-25",Non Volumetric Glassware,10,88.09
15.256.0250,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.250ml, Cap Size  GL-32",Non Volumetric Glassware,10,95.16
15.256.0250A,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.250ml, Cap Size  GL-45",Non Volumetric Glassware,10,100.17
15.256.0500,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.500ml, Cap Size  GL-32",Non Volumetric Glassware,10,153.29
15.256.0500A,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.500ml, Cap Size  GL-45",Non Volumetric Glassware,10,218.45
15.256.1000,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.1000ml, Cap Size  GL-32",Non Volumetric Glassware,6,215.22
15.256.1000A,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.1000ml, Cap Size  GL-45",Non Volumetric Glassware,6,226.23
15.256.2000,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.2000ml, Cap Size  GL-45",Non Volumetric Glassware,6,374.38
15.256.5000,"Flask, Conical, (Erlenmeyer) With Screw Cap, Cap.5000ml, Cap Size  GL-45",Non Volumetric Glassware,1,1050.00
15.260.0025,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.25ml, SS 14/23",Non Volumetric Glassware,10,64.30
15.260.0050,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.50ml, SS 19/26",Non Volumetric Glassware,10,79.28
15.260.0100E,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.100ml, SS 24/29",Non Volumetric Glassware,10,107.80
15.260.0100,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.100ml, SS 29/32",Non Volumetric Glassware,10,107.80
15.260.0250E,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.250ml, SS 24/29",Non Volumetric Glassware,10,128.73
15.260.0250,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.250ml, SS 29/32",Non Volumetric Glassware,10,128.73
15.260.0500E,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.500ml, SS 24/29",Non Volumetric Glassware,10,155.16
15.260.0500,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.500ml, SS 29/32",Non Volumetric Glassware,10,161.74
15.260.1000E,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.1000ml, SS 24/29",Non Volumetric Glassware,6,225.58
15.260.1000,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.1000ml, SS 29/32",Non Volumetric Glassware,6,225.59
15.260.2000,"Flasks Conical, With Interchangeable Stopper, Hollow, Cap.2000ml, SS 29/32",Non Volumetric Glassware,6,410.83
15.262.0025,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.25ml, SS 14/23",Non Volumetric Glassware,10,146.94
15.262.0050,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.50ml, SS 19/26",Non Volumetric Glassware,10,160.00
15.262.0100,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.100ml, SS 29/32",Non Volumetric Glassware,10,221.62
15.262.0250,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.250ml, SS 29/32",Non Volumetric Glassware,10,281.40
15.262.0500,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.500ml, SS 29/32",Non Volumetric Glassware,10,340.49
15.262.1000,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.1000ml, SS 29/32",Non Volumetric Glassware,6,608.31
15.262.2000,"Amber Color Flask Conical With Interchangeable Stopper, Hollow, Cap.2000ml, SS 29/32",Non Volumetric Glassware,6,899.84
15.264.0003,"Flask, Iodine, Cap.100ml, JS 24/29",Non Volumetric Glassware,10,120.12
15.264.0005,"Flask, Iodine, Cap.250ml, JS 24/29",Non Volumetric Glassware,10,131.28
15.264.0010,"Flask, Iodine, Cap.250ml, JS 29/32",Non Volumetric Glassware,10,142.31
15.264.0015,"Flask, Iodine, Cap.500ml, JS 24/29",Non Volumetric Glassware,10,159.44
15.264.0020,"Flask, Iodine, Cap.500ml, JS 29/32",Non Volumetric Glassware,10,168.45
15.264.0025,"Flask, Iodine, Cap.1000ml, JS 24/29",Non Volumetric Glassware,6,253.93
15.131.0100,"TLC Spray Bottle, Cap.100",Non Volumetric Glassware,1,523.47
15.131.0250,"TLC Spray Bottle, Cap.250",Non Volumetric Glassware,1,550.55
15.132.0010R,"Flask, Kjeldahl, Long Neck, Cap.10ml, Dia. 30ml, Ht.180 mm",Non Volumetric Glassware,2,44.80
15.132.0030R,"Flask, Kjeldahl, Long Neck, Cap.30ml, Dia. 40ml, Ht.180 mm",Non Volumetric Glassware,2,52.53
15.132.0100R,"Flask, Kjeldahl, Long Neck, Cap.100ml, Dia. 60ml, Ht.200 mm",Non Volumetric Glassware,2,75.05
15.132.0300R,"Flask, Kjeldahl, Long Neck, Cap.300ml, Dia. 85ml, Ht.295 mm",Non Volumetric Glassware,2,108.06
15.132.0500R,"Flask, Kjeldahl, Long Neck, Cap.500ml, Dia. 101ml, Ht.300 mm",Non Volumetric Glassware,2,131.61
15.132.0500A,"Flask, Kjeldahl, Long Neck, Cap.500ml, Dia. 101ml, Ht.325 mm",Non Volumetric Glassware,2,140.00
15.132.0800R,"Flask, Kjeldahl, Long Neck, Cap.800ml, Dia. 113ml, Ht.375 mm",Non Volumetric Glassware,2,217.95
15.132.0800A,"Flask, Kjeldahl, Long Neck, Cap.800ml, Dia. 118ml, Ht.340 mm",Non Volumetric Glassware,2,217.95
15.136.0005,"Flask, Kjeldahl with Joint, Cap.50ml, SS 19/26, app.Ht.200mm, OD x Ht.51x200 mm",Non Volumetric Glassware,2,73.92
15.136.0010,"Flask, Kjeldahl with Joint, Cap.100ml, SS 19/26, app.Ht.200mm, OD x Ht.60x200 mm",Non Volumetric Glassware,2,81.58
15.136.0015,"Flask, Kjeldahl with Joint, Cap.100ml, SS 24/29, app.Ht.200mm, OD x Ht.60x200 mm",Non Volumetric Glassware,2,88.11
15.136.0020,"Flask, Kjeldahl with Joint, Cap.300ml, SS 24/29, app.Ht.295mm, OD x Ht.85x295 mm",Non Volumetric Glassware,2,118.83
15.136.0025,"Flask, Kjeldahl with Joint, Cap.500ml, SS 24/29, app.Ht.300mm, OD x Ht.101x300 mm",Non Volumetric Glassware,2,145.53
15.136.0025A,"Flask, Kjeldahl with Joint, Cap.500ml, SS 24/29, app.Ht.325mm, OD x Ht.101x325 mm",Non Volumetric Glassware,2,145.53
15.136.0030,"Flask, Kjeldahl with Joint, Cap.800ml, SS 24/29, app.Ht.340mm, OD x Ht.118x340 mm",Non Volumetric Glassware,2,214.93
15.136.0030A,"Flask, Kjeldahl with Joint, Cap.800ml, SS 24/29, app.Ht.375mm, OD x Ht.113x375 mm",Non Volumetric Glassware,2,214.93
15.139.0500,"Schoinger Micro Combustion Flask, (Oxygen Flask)with Platinum wire gauge sample carrier, for determination of Halogens, Sulphur, Phosphorous metal etc., Cap.500 ml",Non Volumetric Glassware,1,0.00
15.139.1000,"Schoinger Micro Combustion Flask, (Oxygen Flask)with Platinum wire gauge sample carrier, for determination of Halogens, Sulphur, Phosphorous metal etc., Cap.1000 ml",Non Volumetric Glassware,1,0.00
15.140.0025,"Flask, Distillation, With Side Tube, Cap.25 ml",Non Volumetric Glassware,2,60.06
15.140.0050,"Flask, Distillation, With Side Tube, Cap.50 ml",Non Volumetric Glassware,2,60.06
15.140.0100,"Flask, Distillation, With Side Tube, Cap.100 ml",Non Volumetric Glassware,2,66.41
15.140.0125,"Flask, Distillation, With Side Tube, Cap.125 ml",Non Volumetric Glassware,2,74.97
15.140.0250,"Flask, Distillation, With Side Tube, Cap.250 ml",Non Volumetric Glassware,2,97.47
15.140.0500,"Flask, Distillation, With Side Tube, Cap.500 ml",Non Volumetric Glassware,1,129.60
15.140.1000,"Flask, Distillation, With Side Tube, Cap.1000 ml",Non Volumetric Glassware,1,216.36
15.144.0125,"Flask, Distillation, Cap.125ml, OD x Ht.70x215 mm",Non Volumetric Glassware,2,84.61
15.152.0050,"Flask, Filter Bolt Neck With Tubule At Side, Cap.50ml, OD x Ht.50x90 mm",Non Volumetric Glassware,10,84.41
15.152.0100,"Flask, Filter Bolt Neck With Tubule At Side, Cap.100ml, OD x Ht.70x110 mm",Non Volumetric Glassware,10,97.07
15.152.0250,"Flask, Filter Bolt Neck With Tubule At Side, Cap.250ml, OD x Ht.85x155 mm",Non Volumetric Glassware,10,294.94
15.152.0500,"Flask, Filter Bolt Neck With Tubule At Side, Cap.500ml, OD x Ht.105x185 mm",Non Volumetric Glassware,10,377.57
15.152.1000,"Flask, Filter Bolt Neck With Tubule At Side, Cap.1000ml, OD x Ht.135x230 mm",Non Volumetric Glassware,6,577.42
15.152.2000,"Flask, Filter Bolt Neck With Tubule At Side, Cap.2000ml, OD x Ht.165x290 mm",Non Volumetric Glassware,6,497.61
15.152.5000,"Flask, Filter Bolt Neck With Tubule At Side, Cap.5000ml, OD x Ht.240x445 mm",Non Volumetric Glassware,1,3227.77
15.152.9910,"Flask, Filter Bolt Neck With Tubule At Side, Cap.10000*ml, OD x Ht.237x420 mm",Non Volumetric Glassware,1,0.00
15.152.9920,"Flask, Filter Bolt Neck With Tubule At Side, Cap.20000*ml, OD x Ht.287x535 mm",Non Volumetric Glassware,1,0.00
15.201.0001,"Flask Round Bottom, Single Neck, Cap.5ml, SS 10/19",Non Volumetric Glassware,10,44.04
15.201.0002,"Flask Round Bottom, Single Neck, Cap.5ml, SS 14/23",Non Volumetric Glassware,10,44.04
15.201.0003,"Flask Round Bottom, Single Neck, Cap.10ml, SS 10/19",Non Volumetric Glassware,10,46.05
15.201.0004,"Flask Round Bottom, Single Neck, Cap.10ml, SS 14/23",Non Volumetric Glassware,10,46.05
15.201.0005,"Flask Round Bottom, Single Neck, Cap.25ml, SS 14/23",Non Volumetric Glassware,10,49.05
15.201.0010,"Flask Round Bottom, Single Neck, Cap.25ml, SS 19/26",Non Volumetric Glassware,10,49.05
15.201.0015,"Flask Round Bottom, Single Neck, Cap.25ml, SS 24/29",Non Volumetric Glassware,10,49.05
15.201.0020,"Flask Round Bottom, Single Neck, Cap.50ml, SS 14/23",Non Volumetric Glassware,10,58.06
15.201.0025,"Flask Round Bottom, Single Neck, Cap.50ml, SS 19/26",Non Volumetric Glassware,10,58.06
15.201.0030,"Flask Round Bottom, Single Neck, Cap.50ml, SS 24/29",Non Volumetric Glassware,10,60.06
15.201.0035,"Flask Round Bottom, Single Neck, Cap.50ml, SS 29/32",Non Volumetric Glassware,10,60.06
15.201.0036,"Flask Round Bottom, Single Neck, Cap.50ml, SS 34/35",Non Volumetric Glassware,10,60.06
15.201.0040,"Flask Round Bottom, Single Neck, Cap.100ml, SS 14/23",Non Volumetric Glassware,10,68.07
15.201.0045,"Flask Round Bottom, Single Neck, Cap.100ml, SS 19/26",Non Volumetric Glassware,10,69.07
15.201.0050,"Flask Round Bottom, Single Neck, Cap.100ml, SS 24/29",Non Volumetric Glassware,10,71.07
15.201.0055,"Flask Round Bottom, Single Neck, Cap.100ml, SS 29/32",Non Volumetric Glassware,10,71.07
15.201.0056,"Flask Round Bottom, Single Neck, Cap.100ml, SS 34/35",Non Volumetric Glassware,10,71.07
15.201.0057,"Flask Round Bottom, Single Neck, Cap.150ml, SS 19/26",Non Volumetric Glassware,10,76.98
15.201.0058,"Flask Round Bottom, Single Neck, Cap.150ml, SS 24/29",Non Volumetric Glassware,10,76.98
15.201.0059,"Flask Round Bottom, Single Neck, Cap.150ml, SS 29/32",Non Volumetric Glassware,10,76.98
15.201.0059A,"Flask Round Bottom, Single Neck, Cap.150ml, SS 34/35",Non Volumetric Glassware,10,76.98
15.201.0060,"Flask Round Bottom, Single Neck, Cap.250ml, SS 14/23",Non Volumetric Glassware,10,96.10
15.201.0065,"Flask Round Bottom, Single Neck, Cap.250ml, SS 19/26",Non Volumetric Glassware,10,96.10
15.201.0070,"Flask Round Bottom, Single Neck, Cap.250ml, SS 24/29",Non Volumetric Glassware,10,97.10
15.201.0075,"Flask Round Bottom, Single Neck, Cap.250ml, SS 29/32",Non Volumetric Glassware,10,97.10
15.201.0080,"Flask Round Bottom, Single Neck, Cap.250ml, SS 34/35",Non Volumetric Glassware,10,98.10
15.201.0085,"Flask Round Bottom, Single Neck, Cap.500ml, SS 19/26",Non Volumetric Glassware,10,125.13
15.201.0090,"Flask Round Bottom, Single Neck, Cap.500ml, SS 24/29",Non Volumetric Glassware,10,126.13
15.201.0095,"Flask Round Bottom, Single Neck, Cap.500ml, SS 29/32",Non Volumetric Glassware,10,126.13
15.201.0100,"Flask Round Bottom, Single Neck, Cap.500ml, SS 34/35",Non Volumetric Glassware,10,128.13
15.201.0105,"Flask Round Bottom, Single Neck, Cap.1000ml, SS 19/26",Non Volumetric Glassware,6,192.19
15.201.0110,"Flask Round Bottom, Single Neck, Cap.1000ml, SS 24/29",Non Volumetric Glassware,6,196.20
15.201.0115,"Flask Round Bottom, Single Neck, Cap.1000ml, SS 29/32",Non Volumetric Glassware,6,197.20
15.201.0120,"Flask Round Bottom, Single Neck, Cap.1000ml, SS 34/35",Non Volumetric Glassware,6,360.39
15.201.0125,"Flask Round Bottom, Single Neck, Cap.2000ml, SS 24/29",Non Volumetric Glassware,6,394.65
15.201.0130,"Flask Round Bottom, Single Neck, Cap.2000ml, SS 29/32",Non Volumetric Glassware,6,394.65
15.201.0135,"Flask Round Bottom, Single Neck, Cap.2000ml, SS 34/35",Non Volumetric Glassware,6,396.09
15.201.0138,"Flask Round Bottom, Single Neck, Cap.3000ml, SS 24/29",Non Volumetric Glassware,1,573.77
15.201.0140,"Flask Round Bottom, Single Neck, Cap.3000ml, SS 29/32",Non Volumetric Glassware,1,775.00
15.201.0145,"Flask Round Bottom, Single Neck, Cap.3000ml, SS 34/35",Non Volumetric Glassware,1,578.23
15.201.0147,"Flask Round Bottom, Single Neck, Cap.3000ml, SS 40/38",Non Volumetric Glassware,1,581.38
15.201.0148,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 24/29",Non Volumetric Glassware,1,1220.23
15.201.0150,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 29/32",Non Volumetric Glassware,1,1220.23
15.201.0155,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 34/35",Non Volumetric Glassware,1,1220.23
15.201.0157,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 40/38",Non Volumetric Glassware,1,1220.23
15.201.0160,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 45/40",Non Volumetric Glassware,1,1220.23
15.201.0162,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 50/42",Non Volumetric Glassware,1,1220.23
15.201.0163,"Flask Round Bottom, Single Neck, Cap.5000ml, SS 55/44",Non Volumetric Glassware,1,1220.23
15.201.0165,"Flask Round Bottom, Single Neck, Cap.10000ml, SS 34/35",Non Volumetric Glassware,1,2336.91
15.201.0168,"Flask Round Bottom, Single Neck, Cap.10000ml, SS 40/38",Non Volumetric Glassware,1,2336.91
15.201.0170,"Flask Round Bottom, Single Neck, Cap.10000ml, SS 45/40",Non Volumetric Glassware,1,2396.89
15.201.0185,"Flask Round Bottom, Single Neck, Cap.10000ml, SS 50/42",Non Volumetric Glassware,1,2396.89
15.201.0190,"Flask Round Bottom, Single Neck, Cap.10000ml, SS 55/44",Non Volumetric Glassware,1,2396.89
15.201.0195,"Flask Round Bottom, Single Neck, Cap.20000ml, SS 40/38",Non Volumetric Glassware,1,4969.72
15.201.0200,"Flask Round Bottom, Single Neck, Cap.20000ml, SS 50/42",Non Volumetric Glassware,1,4969.72
15.201.0205,"Flask Round Bottom, Single Neck, Cap.20000ml, SS 55/44",Non Volumetric Glassware,1,4969.72
15.204.0001A,"Flask Flat Bottom, Single Neck, Cap.5ml, SS 10/19",Non Volumetric Glassware,10,49.55
15.204.0001B,"Flask Flat Bottom, Single Neck, Cap.5ml, SS 14/23",Non Volumetric Glassware,10,49.55
15.204.0002A,"Flask Flat Bottom, Single Neck, Cap.10ml, SS 10/19",Non Volumetric Glassware,10,51.73
15.204.0002B,"Flask Flat Bottom, Single Neck, Cap.10ml, SS 14/23",Non Volumetric Glassware,10,51.73
15.204.0003A,"Flask Flat Bottom, Single Neck, Cap.25ml, SS 14/23",Non Volumetric Glassware,10,53.92
15.204.0003B,"Flask Flat Bottom, Single Neck, Cap.25ml, SS 19/26",Non Volumetric Glassware,10,53.92
15.204.0003C,"Flask Flat Bottom, Single Neck, Cap.25ml, SS 24/29",Non Volumetric Glassware,10,53.92
15.204.0004,"Flask Flat Bottom, Single Neck, Cap.50ml, SS 14/23",Non Volumetric Glassware,10,66.28
15.204.0005,"Flask Flat Bottom, Single Neck, Cap.50ml, SS 19/26",Non Volumetric Glassware,10,68.80
15.204.0010,"Flask Flat Bottom, Single Neck, Cap.50ml, SS 24/29",Non Volumetric Glassware,10,68.80
15.204.0015,"Flask Flat Bottom, Single Neck, Cap.50ml, SS 29/32",Non Volumetric Glassware,10,68.80
15.204.0016,"Flask Flat Bottom, Single Neck, Cap.50ml, SS 34/35",Non Volumetric Glassware,10,69.05
15.204.0018,"Flask Flat Bottom, Single Neck, Cap.100ml, SS 14/23",Non Volumetric Glassware,10,74.49
15.204.0020,"Flask Flat Bottom, Single Neck, Cap.100ml, SS 19/26",Non Volumetric Glassware,10,74.49
15.204.0025,"Flask Flat Bottom, Single Neck, Cap.100ml, SS 24/29",Non Volumetric Glassware,10,74.49
15.204.0030,"Flask Flat Bottom, Single Neck, Cap.100ml, SS 29/32",Non Volumetric Glassware,10,74.49
15.204.0032,"Flask Flat Bottom, Single Neck, Cap.100ml, SS 34/35",Non Volumetric Glassware,10,74.49
15.204.0035,"Flask Flat Bottom, Single Neck, Cap.150ml, SS 19/26",Non Volumetric Glassware,10,76.23
15.204.0040,"Flask Flat Bottom, Single Neck, Cap.150ml, SS 24/29",Non Volumetric Glassware,10,76.23
15.204.0045,"Flask Flat Bottom, Single Neck, Cap.150ml, SS 29/32",Non Volumetric Glassware,10,76.23
15.204.0048,"Flask Flat Bottom, Single Neck, Cap.150ml, SS 34/35",Non Volumetric Glassware,10,76.23
15.204.0050,"Flask Flat Bottom, Single Neck, Cap.250ml, SS 19/26",Non Volumetric Glassware,10,99.21
15.204.0055,"Flask Flat Bottom, Single Neck, Cap.250ml, SS 24/29",Non Volumetric Glassware,10,99.21
15.204.0060,"Flask Flat Bottom, Single Neck, Cap.250ml, SS 29/32",Non Volumetric Glassware,10,99.21
15.204.0065,"Flask Flat Bottom, Single Neck, Cap.250ml, SS 34/35",Non Volumetric Glassware,10,99.21
15.204.0067,"Flask Flat Bottom, Single Neck, Cap.300ml, SS 24/29",Non Volumetric Glassware,10,119.03
15.204.0070,"Flask Flat Bottom, Single Neck, Cap.500ml, SS 19/26",Non Volumetric Glassware,10,123.44
15.204.0075,"Flask Flat Bottom, Single Neck, Cap.500ml, SS 24/29",Non Volumetric Glassware,10,123.44
15.204.0080,"Flask Flat Bottom, Single Neck, Cap.500ml, SS 29/32",Non Volumetric Glassware,10,123.44
15.204.0085,"Flask Flat Bottom, Single Neck, Cap.500ml, SS 34/35",Non Volumetric Glassware,10,123.44
15.204.0090,"Flask Flat Bottom, Single Neck, Cap.1000ml, SS 24/29",Non Volumetric Glassware,6,190.61
15.204.0095,"Flask Flat Bottom, Single Neck, Cap.1000ml, SS 29/32",Non Volumetric Glassware,6,190.61
15.204.0100,"Flask Flat Bottom, Single Neck, Cap.1000ml, SS 34/35",Non Volumetric Glassware,6,190.61
15.204.0105,"Flask Flat Bottom, Single Neck, Cap.2000ml, SS 24/29",Non Volumetric Glassware,6,388.90
15.204.0110,"Flask Flat Bottom, Single Neck, Cap.2000ml, SS 29/32",Non Volumetric Glassware,6,388.90
15.204.0115,"Flask Flat Bottom, Single Neck, Cap.2000ml, SS 34/35",Non Volumetric Glassware,6,388.90
15.204.0120,"Flask Flat Bottom, Single Neck, Cap.3000ml, SS 24/29",Non Volumetric Glassware,1,775.78
15.204.0125,"Flask Flat Bottom, Single Neck, Cap.3000ml, SS 34/35",Non Volumetric Glassware,1,775.78
15.204.0130,"Flask Flat Bottom, Single Neck, Cap.3000ml, SS 40/38",Non Volumetric Glassware,1,790.79
15.204.0135,"Flask Flat Bottom, Single Neck, Cap.5000ml, SS 24/29",Non Volumetric Glassware,1,1220.23
15.204.0140,"Flask Flat Bottom, Single Neck, Cap.5000ml, SS 34/35",Non Volumetric Glassware,1,1220.23
15.204.0145,"Flask Flat Bottom, Single Neck, Cap.5000ml, SS 40/38",Non Volumetric Glassware,1,1220.23
15.204.0150,"Flask Flat Bottom, Single Neck, Cap.5000ml, SS 45/40",Non Volumetric Glassware,1,1220.23
15.204.0155,"Flask Flat Bottom, Single Neck, Cap.5000ml, SS 50/42",Non Volumetric Glassware,1,1220.23
15.204.0160,"Flask Flat Bottom, Single Neck, Cap.10000ml, SS 34/35",Non Volumetric Glassware,1,0.00
15.204.0165,"Flask Flat Bottom, Single Neck, Cap.10000ml, SS 40/38",Non Volumetric Glassware,1,0.00
15.204.0170,"Flask Flat Bottom, Single Neck, Cap.10000ml, SS 45/40",Non Volumetric Glassware,1,0.00
15.204.0175,"Flask Flat Bottom, Single Neck, Cap.10000ml, SS 50/42",Non Volumetric Glassware,1,0.00
15.204.0180,"Flask Flat Bottom, Single Neck, Cap.10000ml, SS 55/44",Non Volumetric Glassware,1,0.00
15.204.0185,"Flask Flat Bottom, Single Neck, Cap.20000ml, SS 40/38",Non Volumetric Glassware,1,0.00
15.204.0190,"Flask Flat Bottom, Single Neck, Cap.20000ml, SS 50/42",Non Volumetric Glassware,1,0.00
15.204.0195,"Flask Flat Bottom, Single Neck, Cap.20000ml, SS 55/44",Non Volumetric Glassware,1,0.00
15.208.0002,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.25ml, Soc.CN 19/26, Soc.SN 14/23",Non Volumetric Glassware,2,106.86
15.208.0003,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.25ml, Soc.CN 24/29, Soc.SN 19/26",Non Volumetric Glassware,2,108.75
15.208.0004,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.50ml, Soc.CN 19/26, Soc.SN 14/23",Non Volumetric Glassware,2,119.05
15.208.0005,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.50ml, Soc.CN 24/29, Soc.SN 14/23",Non Volumetric Glassware,2,120.57
15.208.0010,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.50ml, Soc.CN 29/32, Soc.SN 14/23",Non Volumetric Glassware,2,120.57
15.208.0015,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.100ml, Soc.CN 24/29, Soc.SN 14/23",Non Volumetric Glassware,2,129.19
15.208.0020,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.100ml, Soc.CN 24/29, Soc.SN 19/26",Non Volumetric Glassware,2,131.08
15.208.0025,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.100ml, Soc.CN 29/32, Soc.SN 14/23",Non Volumetric Glassware,2,130.71
15.208.0030,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.250ml, Soc.CN 24/29, Soc.SN 14/23",Non Volumetric Glassware,1,165.99
15.208.0035,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.250ml, Soc.CN 24/29, Soc.SN 19/26",Non Volumetric Glassware,1,167.88
15.208.0040,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.250ml, Soc.CN 29/32, Soc.SN 14/23",Non Volumetric Glassware,1,165.99
15.208.0045,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.500ml, Soc.CN 24/29, Soc.SN 14/23",Non Volumetric Glassware,1,230.19
15.208.0050,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.500ml, Soc.CN 24/29, Soc.SN 19/26",Non Volumetric Glassware,1,232.08
15.208.0055,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.500ml, Soc.CN 29/32, Soc.SN 14/23",Non Volumetric Glassware,1,230.19
15.208.0060,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.1000ml, Soc.CN 24/29, Soc.SN 14/23",Non Volumetric Glassware,1,314.13
15.208.0065,"Flask Round Bottom, Two Necks (Side neck at Angle), Cap.1000ml, Soc.CN 24/29, Soc.SN 19/26",Non Volumetric Glassware,1,316.03
